Organization,Account,Report_Year_End,Report_Month_End,Incentive,Have_Target,Scope3,Savings_Proj_10,Invest_10,Year_MWh,Year_Scope1,Year_Scope2,CDP_Report,Savings_Proj,Savings_Real,Invest,Intensity_FTE,Intensity_Rev
QLogic Corp.,15400,2012,3,0,0,0,,,14529274,0,9885.6,2012,0,0,0,0,0
"Constellation Energy Group, Inc.",3806,2011,12,1,1,53475,,,290958,23396187,632372,2012,532250,887250,480000000,2275,1746
Rockwell Automation,15913,2011,9,1,1,0,,,182560,25000,114000,2012,3000,1000,0,6.7,23
Morgan Stanley,12406,2011,12,1,1,65810,,,835451,14903,366830,2012,3213,1134,895000,6.167036,1.18E-05
Sealed Air Corp.,16606,2011,12,1,1,7456,,,1626867,213798,510125,2012,0,6600,3100000,27.5,8.90E-05
Exelon Corporation,6113,2011,12,1,1,76848570,,,71817156,6600286,5541932,2012,0,8195105,329136632,630.21,0.00064
"Davies Office Refurbising, Inc.",35313,2011,12,0,1,0,,,5648.15,878.51,344.56,2012,955415,955415,192000,0,0
AT&T Inc.,1113,2012,1,1,1,66377,,,18047895,1007201,8071070,2012,543010,400117,565000000,35.4,71.64
Weyerhaeuser Company,20612,2011,12,1,1,0,,,37205073,1390232,1207235,2012,0,0,0,203,0.0004
Philip Morris International,14712,2011,12,1,1,4938737,,,2634078,373641,400883,2012,129000,30791,0,9.92,10.15
"Legg Mason, Inc.",10612,2011,12,1,0,2130,,,30948,535,11216,2012,0,2480,3465,7.7,0.00441
Kraft Foods,10312,2011,12,1,1,38145885,,,11516980,1634473,1705618,2012,0,0,0,26.51,61.44
Masco Corporation,11411,2011,12,1,1,7276,,,1454358,200608,287015,2012,0,0,0,0,65.3
"Interface, Inc.",35311,2011,12,1,1,8732,,,163583,19921,26914,2012,0,0,0,13.1,4.43E-05
Campbell Soup Company,2611,2011,7,1,1,4795,,,2873876,459117,372589,2012,139,26016,1308000,47.52,107.78
Alcoa Inc.,511,2011,12,1,1,2094025,,,90767754,30628104,16626602,2012,3918600,444000,7366000,775,0.0019
Coinstar,41410,2012,1,1,1,20467,,,61404,13648,3863,2012,0,0,0,6.5,9.49E-06
KeyCorp,10109,2009,12,,,,,,,14188,91887,2012,,,,,
KeyCorp,10109,2010,12,,,,,,,13047,88157,2012,,,,,
KeyCorp,10109,2011,12,1,1,101646,,,327291,14027,82386,2012,4791,4789,9141866,6.08,2.00E-05
Delta Air Lines,4408,2011,12,1,1,6265095,,,121310667,31951708,421004,2012,179532,151743,0,412.92,0.00113
Cliffs Natural Resources Inc,22408,2009,12,,,,,,,3316185,2227440,2012,,,,,
Cliffs Natural Resources Inc,22408,2010,12,,,,,,,4468603,3379179,2012,,,,,
Cliffs Natural Resources Inc,22408,2011,12,1,0,0,,,19438711,4475571,3787076,2012,81400,0,0,1116,1216
MeadWestvaco Corp.,11607,2011,12,1,1,575000,,,28083254,2309050,557441,2012,881000,64000,1300000,169,473
Clorox Company,3507,2011,12,1,1,148144,,,771943,74523,282626,2012,22000,22000,7289600,44.09,66.14
"Prudential Financial, Inc.",15306,2011,12,1,1,12367,,,177816,6052,72323,2012,0,0,0,0,0
Unisys Corporation,19822,2011,12,0,0,10240,,,269254,702,152357,2012,1606,1606,0,5.5,0.4
Bel Fuse Inc.,35800,2011,12,0,0,0,,,10519.2,1659.55,10505.53,2012,0,0,0,0,0
Express Scripts Holding Company,11623,2011,12,0,0,0,,,168148.19,5370,71875,2012,0,0,0,3.5,1.1
CBS Corp.,2942,2011,12,1,0,0,,,0,0,0,2012,0,0,0,0,0
Raytheon Company,15541,2011,12,1,1,102239,,,1360345,95700,470505,2012,179400,45030,2150000,7.97,22.78
"Macy's, Inc.",11141,2012,1,1,0,0,,,0,0,0,2012,0,0,0,0,0
Texas Instruments Incorporated,18640,2011,12,0,1,0,,,2671149,897759,1481735,2012,0,43000,5874600,80.4,0.000174
Comerica Incorporated,3640,2011,12,1,1,6120,,,154672,7631,72605,2012,0,6590,1040000,9.036,3.08E-05
CASELLA,2840,2011,12,0,1,43919,,,1769201,1105681,6246,2012,0,0,0,622,0.002
Xcel Energy Inc.,20839,2011,12,1,1,19088958,,,183023755,54746971,1052281,2012,3363230,1801230,80800000,4672,0.00523
Mead Johnson Nutrition Company,22339,2011,12,0,1,0,,,600655,53800,120878,2012,9250,9250,100000,26.87,4.75E-05
"Becton, Dickinson and Co.",1639,2011,9,0,1,0,,,0,79454,447426,2012,71968,0,0,18.1,6.72E-05
"Jabil Circuit, Inc.",9638,2011,12,1,1,92766.04,,,951655.01,27571,585145,2012,6947,18815,1407884,4.74,29.5
CMS Energy Corporation,3538,2011,12,0,1,9306298.5,,,126364,16543015.1,48109,2012,0,44900,762316000,2231,0.00265
"Arch Chemicals, Inc.",32837,2011,12,1,1,0,,,611556,92831,136074,2012,44502,43552,28000000,81.927,0.000161
Windstream Corporation,20736,2011,12,0,0,0,,,0,0,0,2012,0,0,0,0,0
JDS Uniphase Corp.,9736,2012,4,1,1,7100,,,110382,8494,44515,2012,7580,2866,1656000,10.2,3.20E-05
Exxon Mobil Corporation,6136,2011,12,1,1,277700000,,,429000000,136000000,14000000,2012,840000,0,6600000000,1828,0.0003
Cummins Inc.,4136,2011,12,1,1,36160,,,1731592,227070,434891,2012,12474,8044,4832000,15.08,4.23E-05
Bernhardt Transportation a Division of Bernhardt Furniture Company,37735,2011,12,1,0,0,,,13574.63,3623.78,82,2012,0,0,0,44.1165,0.000505283
Altera Corp.,635,2011,12,0,0,0,,,28678.31,33.85,14264,2012,180,91,120000,6.808557142,6.94E-06
"Air Products & Chemicals, Inc.",435,2011,12,1,1,128425,,,97859127,14440000,9878817,2012,422000,311800,7209000,1316,2506
Sherwin-Williams Company,16842,2011,12,1,1,9346,,,1564412,244363,279995,2012,308,308,122000,15.9,0.06
Herman Miller,23634,2011,12,1,1,36339,,,240420,19283,62049,2012,18500,520,150000,14,4.60E-05
"SunTrust Banks, Inc.",17942,2011,12,0,0,0,,,0,0,0,2012,0,248413,684500,0,0
Kimco Realty,10143,2011,12,1,0,21806.1,,,210267.29,4041.71,73356.07,2012,0,0,0,111.85,5.00E-05
Xerox Corporation,20822,2011,12,1,1,6149,,,1124333,149170,167945,2012,1220,3935,91070350,5.6,30.9
ConocoPhillips,3751,2011,12,1,1,528563000,,,247400000,59400000,10800000,2012,0,0,0,2400,0.0003
Colgate Palmolive Company,3551,2011,12,1,1,364450,,,1985176,239524,427057,2012,22485,8777,3001000,17.27,3.98E-05
Wisconsin Energy Corporation,20750,2011,12,0,0,0,,,1782999,22425000,1321000,2012,0,0,0,4964,0.007
"S.C. Johnson & Son, Inc.",30450,2011,12,1,1,2315722,,,652601,89041,139616,2012,50610,5800,0,18.47,2.83E-05
Occidental Petroleum Corporation,13649,2011,12,1,0,0,,,0,12200000,6900000,2012,2590000,590000,0,1690,0.0008
Sprint Nextel Corporation,17548,2011,12,1,1,7606133,,,3630143,45751,1981794,2012,335020,27175,4105105,50.42,6.02E-05
Molson Coors Brewing Company,12348,2011,12,1,1,1618121,,,2693861,426879,466467,2012,0,31475,3052508,84.23,0.000101
Kimberly-Clark Corporation,10148,2011,12,1,1,676945,,,22341562,2530334,3027447,2012,660000,0,0,97.08,266.61
Hawaiian Electric Industries,8148,2011,12,1,0,0,,,0,0,0,2012,0,0,0,0,0
Marathon Oil Corporation,11347,2011,12,0,1,0,,,0,2856000,903000,2012,0,0,0,0,0.000256
Royal Caribbean Cruises Ltd,15946,2011,12,1,1,20012,,,5952380.35,4290865,974,2012,149937,77426,0,70.1,0.73
Union Pacific Corporation,19845,2011,12,1,1,15661,,,47297135.82,11854279,410738,2012,0,0,0,273.4004423,0.000627142
"TJX Companies, Inc.",19145,2012,1,1,1,17500,,,1690718,58479,697280,2012,7645,7645,5205404,4.5,32.6
"Gilead Sciences, Inc.",7345,2011,12,1,1,22312,,,227185,30472,35014,2012,603,601,814315,16.56,7.80E-06
Anadarko Petroleum Corporation,745,2010,12,1,0,3211001,,,1422188,2371282,0,2012,42600,42590,0,0,0
VWR International LLC,20344,2010,12,,,,,,,6120.3,14702.45,2012,,,,,
VWR International LLC,20344,2011,12,0,0,0,,,62485.55,6172.82,14956.68,2012,0,0,0,4.77,5.00E-06
Humana Inc.,8644,2011,12,1,1,23367.64,,,228699.68,12259,113690,2012,1001,1001,259879,3.15,3.42
Costco Wholesale Corporation,3944,2010,12,0,0,0,,,2598655,363805,1197983,2012,0,0,0,0,0
SUPERVALU INC.,17943,2011,12,1,1,349390,,,5486971,1061502,1844047,2012,0,41000,24000000,22.4,0.0805
Bernhardt Residential a Division of Bernhardt Furniture Company,37734,2011,12,1,0,0,,,10201.65,636,3893,2012,0,0,0,10.61,4.73E-05
"Medtronic, Inc.",11651,2012,4,0,1,0,,,508367,23596,217148,2012,0,50,1760000,0,14.9
Textron Inc.,18633,2011,12,1,1,0,,,1510026,121645,505941,2012,0,12300,3066000,0,0.056
Expeditors International of Washington,6128,2010,12,,,,,,,5894.75,37197.86,2012,,,,,
Ball Corporation,1328,2011,12,1,1,0,,,3591593,363599,959389,2012,8291,135396,6370000,92.51657343,0.000153285
Spectra Energy Corp,17527,2011,12,1,1,9150249,,,1776559,9244770,955540,2012,0,2600000,710000000,1841,0.0019
"Praxair, Inc.",15027,2011,12,1,1,614370,,,23675000,5073000,10933000,2012,0,303150,10150000,611,1423
Invesco Ltd,9327,2011,12,1,1,7773.52,,,13864.84,445.8,13419,2012,223,91,417000,3.35141,210479.9
Halliburton Company,8027,2011,12,1,1,67631,,,9986944,4246608,152519,2012,0,0,650000,65.4,0.000178
The Oppenheimer Group,13926,2011,12,0,1,57402.7,,,2682.3,0,0,2012,0,0,0,0,0
"PPG Industries, Inc.",14926,2011,12,1,1,0,,,25822000,3954000,1720000,2012,11885,6372,31340,149,0.00038
News Corporation,13126,2011,6,1,1,70266,,,1095406,76548,401005,2012,0,8859,545000,9.4,1.45E-05
Maytex,23526,2011,12,0,0,0,,,808.77,20,370,2012,0,0,0,0,0
"Home Depot, Inc.",8526,2011,12,1,1,2555018,,,6520422,281083,2738927,2012,0,845000,303890000,15.46,4.30E-05
"Hasbro, Inc.",8126,2011,12,1,1,341431,,,66211,7656,19684,2012,0,1077,1572800,4.72379,0.00639
Dow Chemical Company,4826,2011,12,1,1,6030000,,,155383000,28130000,9021000,2012,46000,0,0,719,619
Symantec Corporation,18125,2012,3,1,0,24303,,,313321,5330,159203,2012,201,201,121365,8.03,2.44E-05
Norfolk Southern Corp.,13425,2011,12,1,1,1262.39,,,20855851,5127985,277067,2012,0,42719,24682402,178.21,0.000483813
Cardinal Health Inc.,2825,2011,12,1,1,16093,,,1044417,146244,214130,2012,5455,2335,236800,11.93,3.38E-06
Aon Corporation,825,2011,12,1,1,27962,,,35957,2832,12354,2012,0,0,0,0,43.6
NetApp Inc.,13024,2011,12,0,0,0,,,281121,7613,115182,2012,0,0,0,10.23,20.93
Waters Corporation,20523,2011,12,0,1,6629,,,108540,12029,21298,2012,1165,500,0,7.579,0.023221
NYSE Euronext,13623,2012,1,1,1,7811.96,,,226523.95,2885.85,68552.19,2012,7020,7020,10015000,23.22,15.69
"ADVANCED MICRO DEVICES, INC",334,2011,12,1,1,432385,,,380360.49,45014,146623,2012,45015,45284,0,17.2,2.90E-05
LSI Corporation,11023,2011,12,1,1,315533,,,107597,4859,53057,2012,3397,1697,1213300,12.4,28.4
Expeditors International of Washington,6128,2011,12,1,0,225615,,,96980,6220.64,39318.71,2012,297705,297705,0,3.31,0.0073
Freeport-McMoRan Copper & Gold Inc.,23228,2011,12,1,0,484400,,,24699865,5358795,4582267,2012,203875,203875,151070100,333,476
National Office Furniture,35323,2011,12,1,1,974.49,,,36603.4,5019.69,22967.13,2012,0,0,0,25.011,0
"Tellabs, Inc.",18428,2011,12,0,1,14442374.4,,,54504.18,2338.87,25747.1,2012,21180,21180,0,7.44,1.47
TE Connectivity,19628,2011,9,1,1,0,,,1668095,234205,521301,2012,0,0,0,7.69,52.79
Kohl's Corporation,10233,2011,12,1,1,7918,,,1487022.85,27269,855355,2012,0,51967,0,6.22,4.69E-05
"Integrated Device Technology, Inc.",32533,2011,12,0,0,3.24,,,88262,48874,40100,2012,0,300,0,46.73,0.355
Dell Inc.,4433,2012,1,1,1,98407,,,808164,38672,397558,2012,36241361,36214200,0,3.99,7.03
"Allergan, Inc.",533,2011,12,1,1,199657,,,358465,45309,51744,2012,0,2650,442000,9.66,0.018
"Adobe Systems, Inc.",333,2011,12,1,1,31554.7,,,79937,3109,29812,2012,7526,5314,5087600,2,1
SunGard,29932,2011,12,1,0,23738,,,0,0,545594,2012,0,0,0,26.9,121.5
Spansion Inc.,30832,2011,12,1,1,0,,,413897,89203,212143,2012,0,0,0,89,0.00028
Owens Corning,14132,2011,12,0,1,51325,,,8639327,2876999,1962776,2012,0,0,0,302,907
"Dominion Resources, Inc.",4832,2010,12,1,0,16254848,,,187375500,56812875,256934,2012,0,0,10238000000,3633.72,0.003765
"ConAgra Foods, Inc.",3732,2011,5,1,1,545150,,,7003232.09,970896.73,1052505.35,2012,0,18327,522385,82.8,0.00016
Procter & Gamble Company,15132,2011,6,1,1,0,,,0,2906000,2923299,2012,0,0,0,45.89,7.10E-05
Kirby Corporation,10131,2011,12,0,0,0,,,0,1093558,0,2012,0,0,0,0,0
"Cisco Systems, Inc.",3329,2011,7,1,1,32874949,,,1628545,60382,610832,2012,82400,325900,252160000,8.8,15.5
Kroger,10331,2012,1,1,0,0,,,10379211,2010936,4405959,2012,98629,98599,38710000,0,7.00E-05
"Marriott International, Inc.",11329,2011,12,1,1,67458,,,6443374,478755,2070157,2012,0,6194,0,21.24,0
Capella Photonics,32430,2011,12,0,0,32273.69,,,1462.67,100.62,482.52,2012,,,,14.86,0.00012
GenOn,35330,2011,12,0,0,0,,,0,31392830,0,2012,0,0,0,0,0
Johnson & Johnson,9829,2011,12,1,1,232944,,,3587689,329669,891562,2012,138417,19331,36383529,10.31,18.69
Monsanto Company,12330,2011,12,1,0,0,,,6418186,1389817,1144031,2012,0,0,0,123,0.0002143
"Limited Brands, Inc.",10733,2011,12,0,1,553471,,,639357,29661,304944,2012,2062,2062,0,0.02892962,3.23E-05
"PNC Financial Services Group, Inc.",14830,2011,12,0,1,170737,,,758032,49257,380124,2012,0,6828,24000000,8.27466,3.00E-05
Johnson Controls,9831,2011,9,1,1,3560747,,,5437204,831783,1542453,2012,21384,9625,5000000,14.7,58.2
Microsoft Corporation,11930,2011,12,1,1,377384,,,2657808,40848,1186492,2012,1098765,5121,2321908,9.671562653,1.70E-05
Pall Corporation,14268,2012,7,1,1,0,,,4918193.2,34815.24,110833.32,2013,35000,3000,900000,,0.055
"Principal Financial Group, Inc.",15097,2012,12,1,1,24112.33,,,108835.58,5799.67,60175.5,2013,8020.94,5620.51,83898,6.695947,7.159463
"PPG Industries, Inc.",14926,2012,12,1,1,0,,,24061741,4053000,1810000,2013,,,,150,0.000384868
"PMC-Sierra, Inc.",14825,2012,12,0,,0,,,0,0,0,2013,,,,,
Plum Creek Timber Co. Inc.,14854,2012,12,1,1,322691,,,480651,39879,102911,2013,4882335,4882335.4,42318914,116.8,0.000107
Pitney Bowes Inc.,14821,2012,12,1,0,8145,,,335537,46773,65922,2013,30225,30226.89,37066,4.12,2.30E-05
"PerkinElmer, Inc.",14590,2012,12,1,1,11687,,,143600,19954,24080,2013,21,21,7000,6.04,2.08E-05
Parker-Hannifin Corporation,14360,2012,12,0,1,26898,,,1413978,78749,589183,2013,151420,28888,6496200,10.538,0.0495
"Office Depot, Inc.",13779,2012,12,0,1,0,,,556390,37240,233310,2013,0,0,0,,3.38E-05
LSI Corporation,11023,2012,12,1,1,302253,,,91875,3505,46739,2013,3078,2160,860200,11.03,20.04
"Noble Energy, Inc.",13395,2012,12,0,0,0,,,621314,2078600,61630,2013,19960,19960,2752400,977,0.000507
Newell Rubbermaid Inc.,13121,2012,12,0,1,0,,,566941.46,21533.19,279226.77,2013,2352.44,1933.51,142000,15.42,50.95
NCR Corporation,12907,2011,12,0,0,0,,,0,80137,74928,2013,0,0,0,6.599,2.85E-05
Molson Coors Brewing Company,12348,2012,12,1,1,1600493,,,2505723,380118,466599,2013,6235,8106.5,4686200,89.09,9.90E-05
Molex Incorporated,12363,2012,6,1,0,4097,,,500340,13219,279870,2013,2812,2811.22,532826,3.6,8.40E-05
"Micron Technology, Inc.",11905,2012,12,,0,0,,,3351983,913221,1255260,2013,,,,108,0.000277
"McCormick & Company, Incorporated",11566,2012,11,1,1,0,,,207054,15753,59138,2013,893,893,413000,8.3,1.87E-05
"Mattel, Inc.",11547,2012,12,1,1,109590.29,,,371068.61,12668.66,184007.87,2013,0,9.5,0,210889.95,124232.78
Masco Corporation,11411,2012,12,1,1,9502,,,1174519,86679,297364,2013,0,0,0,12.8,49.6
"Marriott International, Inc.",11329,2012,12,1,1,67058,,,8217461,666436,2875456,2013,0,35960,8225000,26.87,
Prologis,15169,2012,12,1,1,3985,,,17848,1907,5827,2013,80,80,0,5.38,3.86E-06
NVIDIA Corporation,13604,2012,12,0,1,21084.6,,,113690.14,2084,44500,2013,2313,1290,0,5.89,0.108
"Stanley Black & Decker, Inc.",17673,2012,12,1,1,567650,,,931659,90892,260447,2013,25654,25170,12549300,7.75,3.45E-05
Reynolds American Inc.,15774,2012,12,1,1,0,,,926608,107093,167402,2013,0,0,0,54.9,3.31E-05
Xerox Corporation,20822,2012,12,1,1,29708,,,1040494,147004,139695,2013,10578,9928,2417350,5.212,26.7
"Limited Brands, Inc.",10733,2012,12,0,1,551926,,,622838,29939,286083,2013,2062,2062,0,0.025975326,3.08E-05
Whirlpool Corporation,20669,2012,12,1,1,111874197,,,2425977,344805,518107,2013,0,0,0,12.69,47.56
Waters Corporation,20523,2012,12,1,1,381288.5,,,119116,16533,20717,2013,85,75,0,6.28,18.42
Visteon,20265,2012,12,1,1,10343,,,2836513.8,51894.3,275685.5,2013,1900,1474,144000,,43.82
Unum Group,20021,2012,12,1,1,4826,,,252067.13,7186,28817,2013,2770.4,1247.4,772168,3.906467,0.0034
United States Steel Corporation,19905,2012,12,1,1,2461302,,,90289419,42729786,5036625,2013,633311,627640,0,1248.4,0.0024714
Unisys Corporation,19822,2012,12,0,0,13424,,,238242,347,134270,2013,2394,2394,0,4.5,4.00E-05
"TJX Companies, Inc.",19145,2013,1,1,1,19758,,,1764120,63084,686955,2013,21500,9111,5767000,4.19,2.95E-05
Tiffany & Co.,19083,2013,1,0,0,0,,,107861.68,2537,41974,2013,285,165,926000,4.496083153,1.17E-05
Textron Inc.,18633,2012,12,1,1,0,,,1395254,117715,467955,2013,13951,13950,0,16.7,0.048
Teradyne Inc.,18553,2012,12,1,1,4950.3,,,63245,2039,23850,2013,556,516,2522724,7.13,0.02
Tenet Healthcare Corporation,18535,2012,12,0,0,0,,,0,0,0,2013,,,,,
T. Rowe Price,18169,2012,12,1,0,4580.6,,,67147.4,623.7,32350,2013,1062.88,1062.88,1794605,6.2,1.09E-05
"Starwood Hotels & Resorts Worldwide, Inc",17657,2012,12,1,1,1271250.31,,,5977615.73,487104.76,2245681.77,2013,168684.98,103642.64,5283091,15.98,0.000432
Southwest Airlines Co.,17420,2012,12,0,1,77900,,,71571555,18232474,46783,2013,565800,70000,1155000,399,0.00107
Sigma-Aldrich Corporation,16892,2012,12,1,1,63876,,,537153,55453,163354,2013,8413.2,353,530000,24.31,8.33E-05
Sherwin-Williams Company,16842,2012,12,1,1,9972.96,,,1505122,241734,280996,2013,0,7647,4100000,15.3,0.05
Sealed Air Corp.,16606,2012,12,1,1,0,,,1497318,209121,490907,2013,22458,19840,620000,27.9,9.15E-05
Safeway Inc.,16116,2012,12,1,0,0,,,7607228.54,1655023.12,2148511.62,2013,159946,159946,0,,8.72E-05
"Ryder System, Inc.",16072,2012,12,1,1,760051,,,2663393,600218,106483,2013,9472,8004,4040800,25.51,0.000124
"Rockwell Collins, Inc.",15904,2012,9,0,1,34399,,,287230,18097,131717,2013,9138,4776,1126000,7.6,31.7
Rockwell Automation,15913,2012,9,0,1,0,,,190000,23000,105000,2013,1200,122,250003,5.56,20.5
Quest Diagnostics Incorporated,15440,2012,12,1,0,40458,,,662140,85242,183384,2013,1795,1795,119087,6.55,36.4
"Lexmark International, Inc.",10666,2012,12,1,1,7886,,,267199,16263,113241,2013,4000,3000,2000000,10.6,3.40E-05
Compuware Corp.,3688,2012,12,1,0,3308.79,,,31242.86,1627.19,17713.64,2013,183,183,32123,4.2,19.9
KeyCorp,10109,2012,12,1,1,46128,,,214668,12584,71662,2013,6433,6400,9190000,5.16,1.98E-05
Campbell Soup Company,2611,2012,7,1,1,11733,,,2511269,381322,367084,2013,139324,91734.37,20384000,41.76,97.1
Brown-Forman Corporation,2354,2012,12,1,1,5528,,,744517,91401,64742,2013,2074,1937.1,20178,38.71,0.000174
Broadcom Corporation,2320,2012,12,1,1,29419,,,131907.2,3598,51426,2013,1981,1981,90035,4.25,6.86
Biogen Idec Inc.,1857,2012,12,1,1,228064,,,341570,46588,39307,2013,1918,1618,3342502,20.3,15.48
"Becton, Dickinson and Co.",1639,2012,9,0,1,55506.34,,,1134031,71926,248258,2013,0,396.45,65000,10.67,4.16E-05
Ball Corporation,1328,2012,12,1,1,0,,,3626531,375306,934948,2013,13189,4293.1,1678000,87.35,0.000149988
"Avon Products, Inc.",1271,2012,12,1,1,9125,,,384097,66638,87260,2013,18800,7932.1,635600,,13.63
Avery Dennison Corporation,1227,2012,12,1,1,11200,,,1448903,160558,367087,2013,25,16,0,16.7,7.60E-05
"Autodesk, Inc.",1198,2013,1,1,1,51033.19,,,46670,2169,3400,2013,4970,4000,1500,0.78,2.4
Ashland Inc.,1017,2012,12,1,0,0,,,4780000,720000,460000,2013,0,0,0,,
"Ameriprise Financial, Inc.",707,2013,1,,,0,,,0,0,0,2013,,,,,
Hess Corporation,8274,2012,12,0,1,32308000,,,13035205,7409486,584695,2013,2155234,2155234,1722973000,541,0.000212
Altera Corp.,635,2012,12,1,0,0,,,34488,1934.1,12093.7,2013,250,100,8900000,6.141769,7.87E-06
"Allergan, Inc.",533,2012,12,1,1,199204,,,378414,49128,52049,2013,36488,1406,121000,8.87,0.0177
"Zimmer Holdings, Inc.",21063,2012,12,0,0,0,,,36555,11687,51960,2013,,,,8.16,0
Yahoo! Inc.,20905,2012,12,1,1,42191,,,960938.93,4002.04,333290.8,2013,78642,78641.5,130097,30.68,7.64E-05
Weyerhaeuser Company,20612,2012,12,1,1,1340751,,,38186348,1434076,1235204,2013,93800,0,0,202,380
"WellPoint, Inc.",20595,2012,12,0,1,68252,,,0,7460,114199,2013,0,0,0,5.62,2.00E-06
"Waste Management, Inc.",20515,2012,12,1,1,145201064,,,38132981,19350040,262992,2013,2000000,10891391,502000000,450.87,0.0014
Walt Disney Company,20384,2012,9,1,1,67324,,,5148735,867353,899027,2013,958,957.45,567700,10.64,4.20E-05
Verizon Communications Inc.,20175,2012,12,1,1,54172,,,12784682.96,512899.04,5334874.05,2013,447300,116355,0,31.885,5.05E-05
U.S. Bancorp,19593,2012,12,1,0,189925,,,777747,38055,370672,2013,6050,3420,512500,6.5,2.00E-05
"CenterPoint Energy, Inc.",3003,2012,12,0,0,17197313.5,,,95990,2676372.67,0,2013,0,0,0,,
"CenterPoint Energy, Inc.",3003,2011,12,,,,,,,2784583.13,0,2013,,,,,
Cincinnati Financial Corporation,3358,2012,12,1,0,0,,,99951,16989,19420,2013,0,0,0,8.97,8.86
Clorox Company,3507,2012,12,1,1,138856,,,711578,69481,255973,2013,24150,24150,6090000,39.21,59.17
Johnson Controls,9831,2012,9,1,1,13397191,,,5529500,866181,1465658,2013,262168,94357,9633600,13.7,55.6
"Jabil Circuit, Inc.",9638,2012,12,1,1,118467,,,9103559,22146,680868,2013,24501,25634,727530,4.99,3.26E-05
Intuit Inc.,9366,2012,7,0,1,52456,,,144015,7559,36281,2013,1568,95,519000,5.16,10.56
International Flavors & Fragrances Inc.,9336,2012,12,1,1,39928,,,806398.4,102249,114545,2013,26244,313,190000,37.93,76.85
Huntington Bancshares Incorporated,8670,2012,12,1,1,0,,,112041,8488,76573,2013,3076.6,1520.5,1903980,7.204895816,1.03
Humana Inc.,8644,2012,12,1,1,25289.24,,,243528,12660,111905,2013,12016,9156,6730584,3.47,3.18
"Hospira, Inc.",8585,2013,1,0,1,8995,,,1014300,77600,354800,2013,0,0,0,,106
Goodyear Tire & Rubber Company,7619,2012,12,1,1,10329809.05,,,9731315,1229586,1680202,2013,489354,47910,163000,42,0.00014
Fluor Corporation,6559,2012,12,0,0,42478,,,146388,16291,56390,2013,524,524,0,,4.2
"Fiserv, Inc.",6430,2012,12,0,0,0,,,0,0,0,2013,,,,,
KLA-Tencor Corporation,10195,2012,12,0,0,0,,,70271,1539.7,11049,2013,950,247.7,365650,4.7,
Ecolab Inc.,5154,2012,12,1,1,201329,,,1898472,336258,199296,2013,11624,8920.3,11315955,12.2,4.52E-05
Eastman Kodak Company,5163,2012,12,1,1,836000,,,3782000,985000,239000,2013,0,0,0,93,0.3
